음식이름,음식재료,음식조리법,음식영양성분,음식이미지url
Tomato and Black Bean Quinoa Casserole,"9.9 ounce canned cannellini beans (drained)
60g red bell pepper
1.1 ounce brown onion (diced)
1.1 ounce carrot (diced)
1.1 ounce celery (diced)
0.5 Teaspoon cumin
0.5 Teaspoon Paprika
0.5 Teaspoon Cayenne Pepper
2.9 ounce canned crushed tomatoes
1 Pinch himalayan salt & pepper
2ml olive oil
1.1 ounce feta cheese (crumbled)","INSTRUCTIONS
Heat olive oil in a non stick pan over medium heat and saute the onions for a few minutes. Add the bell pepper, carrot, celery, paprika, cumin, and cayenne pepper and cook for a few minutes or until the vegetables have softened
Add the crushed tomatoes and bring to a simmer, cook until nice thick consistency.
Add the beans stirring for a few minutes. Season with salt and pepper.
Serve the beans and top with crumbled feta cheese.","Serving size 546g
Calories 441 cal
Protein 26g
Fat, total 12.1g
- saturated 6.2g
Carbohydrate 45.2g
- sugars 15.3g
Sodium 1328mg",https://cdn.f45training.com/strapi/uploads/2020/04/27110323/Smoky-white-bean-shakshuka.jpg
Tomato and Black Bean Quinoa Casserole,"11 ounce chicken breast fillet (without skin, diced)
0.4 fl.oz extra virgin olive oil (2 tsp. (for pan))
1.8 ounce red onion (diced)
2 garlic clove (minced)
2.9 ounce carrot (diced)
70g red bell pepper
1 Teaspoon cumin
1 Teaspoon Paprika
5.3 ounce canned crushed tomatoes
2.2 ounce olive (black)
1 Pinch himalayan salt & pepper
12 ounce Desiree potato (peeled, diced)
0.3 fl.oz extra virgin olive oil (1.5 tsp. for potato mash)
1 Pinch Himalayan salt (for potato mash)
0.2 ounce parsley (chopped)","INSTRUCTIONS
Heat olive oil in a non-stick pan over medium temperature and saute the red onion and garlic for a few minutes. Add the carrot, bell pepper, cumin, and smoked paprika and cook for another few minutes
Add the chicken to the pan and cook for several minutes until almost cooked through
Add the crushed tomatoes, kalamata olives, salt, pepper and simmer on a low heat for approximately 15-20 minutes
Meanwhile, cook the potato in a steaming basket over boiling water until softened. Once ready, transfer to a bowl and mash using a fork or masher. Season with olive oil and salt
Serve the Spanish chicken alongside the potato mash and top with freshly chopped parsley
Refrigerate the leftovers for tomorrow","Serving size 547g
Calories 451 cal
Protein 40.87g
Fat, total 18g
- saturated 3.6g
Carbohydrate 28.27g
- sugars 10.82g
Fibre 8.26g
Sodium 760.4mg",https://cdn.f45training.com/strapi/uploads/2020/04/20152141/Spanish-Chicken-Black-Olives-Potato-Mash.jpg
Tomato and Black Bean Quinoa Casserole,"4.1 fl.oz unsweetened almond milk
1.1 ounce avocado (mashed)
2 ounce unsweetened coconut yoghurt
0.6 ounce PI Nutrition Chocolate Whey Isolate OR plant based alternative
0.2 ounce cacao powder
0.2 fl.oz maple syrup (1 tsp)
1 Pinch cinnamon
0.9 ounce chia seeds","INSTRUCTIONS
Add all the ingredients into a jar and combine well
Once the chia pudding is well combined, refrigerate overnight or for 1-2 hours to set
Serve and enjoy
** Chia pudding can be made the night before and kept in the fridge until ready to serve","Serving size 257g
Calories 454 cal
Protein 20.1g
Fat, total 32.5g
- saturated 15.5g
Carbohydrate 20.1g
- sugars 5.8g
Sodium 357mg",https://cdn.f45training.com/strapi/uploads/2019/10/16133421/Choc-Chia-Pudding.jpg
Tomato and Black Bean Quinoa Casserole,"0.9 ounce PI Nutrition Vanilla Whey Isolate (or plant based alternative)
1.5 ounce rolled oats
5.3 ounce frozen raspberry
0.6 ounce peanut butter
10 fl.oz unsweetened almond milk
2.5 ounce ice (0.5 cup)","INSTRUCTIONS
Add all the ingredients in a blender and blend until smooth consistency is formed
Pour the smoothie into a large glass
Serve","Serving size 615g
Calories 445 cal
Protein 32.1g
Fat, total 15.5g
- saturated 2.5g
Carbohydrate 34.9g
- sugars 12g
Sodium 259mg",https://cdn.f45training.com/strapi/uploads/2020/04/20162420/berry-oat-smooth.jpg
Tomato and Black Bean Quinoa Casserole,"9.9 ounce chicken breast fillet (diced)
5.3 ounce broccoli (cut into florets)
4.3 ounce cauliflower (cut into florets)
5.3 ounce carrot (chopped)
5 ounce bok choy (raw)
0.4 fl.oz extra virgin olive oil
0.4 ounce sesame seed
1.2 fl.oz sesame oil (Lemon and Ginger Sauce)
0.2 ounce red chilli (chopped (Lemon and Ginger Sauce)
2 garlic clove (minced (Lemon and Ginger Sauce)
0.2 ounce ginger root (peeled, chopped (Lemon and Ginger Sauce)
0.5fl. oz lemon juice (Lemon and Ginger Sauce)
0.6 fl.oz reduced salt soy sauce (Lemon and Ginger Sauce)
0.7 fl.oz water (Lemon and Ginger Sauce)","INSTRUCTIONS
Heat olive oil in a non-stick wok over medium temperature and saute the chicken for 3-4 minutes on each side or until cooked through. Remove the chicken from the wok
To cook the lemon and ginger sauce, use the same wok, reheat to medium temperature and saute the ginger, garlic and chilli for one minute
Mix in the cauliflower, broccoli, carrot, bok choy and water and continue cooking for a further 6-8 minutes with a lid on to create steam
After a few minutes add the chicken, soy sauce, sesame oil and lemon juice
Sprinkle with sesame seeds
Serve half of the lemon & ginger chicken stir-fry and refrigerate the leftovers for tomorrow","Serving size 483g
Calories 450 cal
Protein 39.92g
Fat, total 26.33g
- saturated 4.22g
Carbohydrate 8.88g
- sugars 7.61g
Sodium 460.12mg",https://cdn.f45training.com/strapi/uploads/2020/04/14151622/Lemon-Ginger-Chicken-Stir-Fry.jpg
Tomato and Black Bean Quinoa Casserole,"7.8 ounce red lentils (uncooked)
3.6 ounce sweet potato (diced)
3.4 fl.oz canned coconut milk
1.1 fl.oz water
1.6 ounce brown onion (diced)
0.1 ounce ginger root (peeled and grated)
2 garlic clove (crushed)
0.5 Teaspoon turmeric powder
0.5 Teaspoon cumin
0.1 ounce curry leaves (2 leaves)
1 Pinch himalayan salt & pepper
0.1 fl.oz extra virgin olive oil (0.5 tsp)","INSTRUCTIONS
Heat olive oil in a large pot and saute the curry leaves and onion for a few minutes. Add the garlic, ginger and spices and cook for a few more minutes until they become fragrant. Remove the curry leaves from the pot.
Add the coconut milk, water, red lentils, sweet potato, salt and pepper and bring to a boil. Simmer on low heat for 30 minutes or until sweet potato and lentils are soft.
Serve the soup in a bowl.","Serving size 470g
Calories 450 cal
Protein 19.2g
Fat, total 17.7g
- saturated 12.1g
Carbohydrate 47.3g
- sugars 9.6g
Sodium 744mg",https://cdn.f45training.com/strapi/uploads/Sweet-Potato-%26-Coconut-Dhal-Soup_8a4f29e8e8.jpeg
Tomato and Black Bean Quinoa Casserole,"11 ounce beef mince (raw)
5.7 ounce red cabbage (chopped)
6.8 ounce white potato (peeled and diced)
3.6 ounce sweet potato (diced)
1 Pinch Himalayan salt
0.2 fl.oz extra virgin olive oil (1 tsp.)
1.6 ounce brown onion (diced)
2 garlic clove (crushed)
1 Teaspoon chilli powder
1 Teaspoon Paprika
1 Teaspoon cumin
0.7fl oz lime juice
2.5 ounce canned crushed tomatoes
2.4 fl.oz reduced salt liquid beef stock
0.1 fl.oz extra virgin olive oil (for mashed potatoes)","INSTRUCTIONS
Heat olive oil in a non stick pan over medium temperature and saute the onion and garlic for 2 minutes. Add the spices and cook for a few minutes until they become fragrant.
Add the beef mince to the pan, breaking it up while cooking. Add the crushed tomatoes, beef stock, lime juice, salt and simmer on low heat for 20 minutes.
Meanwhile, cook the potato and sweet potato in a steaming basket over boiling water until softened. With a few minutes remaining add the cabbage. Once ready, transfer the potatoes to a bowl and mash using a fork or masher. Season with olive oil and salt.
Serve the Mexican beef alongside the red cabbage and vegetable mash.
Refrigerate the leftovers for tomorrow.","Serving size 499g
Calories 452 cal
Protein 42.39g
Fat, total 19.15g
- saturated 7.14g
Carbohydrate 23.57g
- sugars 9.57g
Sodium 377mg
Fibre 8.59g",https://cdn.f45training.com/strapi/uploads/2020/04/10105633/Mexican-Beef-Red-Cabbage-_-Root-Vegetable-Mash.jpg
Tomato and Black Bean Quinoa Casserole,"1.5 ounce freekah (uncooked)
1.5 ounce quinoa (uncooked)
8.5 fl.oz water (filtered)
2.9 ounce canned chickpeas (425g = 225g chickpeas, drained) (drained)
0.6 ounce pistachio
0.8 ounce dried currants
1.8 ounce feta cheese (crumbled)
1.1 ounce parsley (chopped)
1.1 ounce tahini (Tahini Mint Dressing)
0.75fl. oz lemon juice (Tahini Mint Dressing)
1.1 ounce unsweetened greek yoghurt (Tahini Mint Dressing)
2 Teaspoon dried mint (Tahini Mint Dressing)
1 Pinch Himalayan salt (Tahini Mint Dressing)","INSTRUCTIONS
Bring water to boil in a saucepan over medium temperature and add in the freekah and quinoa. Reduce the heat to simmer and continue cooking for 15 minutes or until the grains have expanded and water absorbed. Add more water if required. Set aside
Separately combine the dressing ingredients
In a large bowl combine the grains, chickpeas, pistachio, currants, feta cheese and parsley
Dish half of the salad and dress with half of the dressing
Refrigerate the other portion for tomorrow's leftovers.","Serving size 313g
Calories 444 cal
Protein 19.2g
Fat, total 21.2g
- saturated 6.0g
Carbohydrate 41.1g
- sugars 11.1g
Sodium 253mg",https://cdn.f45training.com/strapi/uploads/2020/04/24125134/Ancient-Grain-Salad-with-Tahini-Mint-Dressing.jpg
Tomato and Black Bean Quinoa Casserole,"4.3 ounce unsweetened greek yoghurt
1.1 ounce strawberries (chopped)
0.6 ounce walnut (chopped)
1.5 ounce rolled oats (dry)
0.6 ounce green apple (sliced)
7g pumpkin seeds
0.2 ounce raw almond (chopped)
0.5 Teaspoon cinnamon","INSTRUCTIONS
Add the yoghurt to a bowl 
Mix in the strawberry, walnut, rolled oats, green apple, pepitas and almonds
Serve","Serving size 233g
Calories 458 cal
Protein 17.82g
Fat, total 25.69g
- saturated 5.78g
Carbohydrate 34.65g
- sugars 14.67g
Sodium 89.25mg",https://cdn.f45training.com/strapi/uploads/2020/04/10103146/Strawberry-Muesli-Yoghurt-Bowl.jpg
Tomato and Black Bean Quinoa Casserole,"7.1 ounce chicken breast fillet (chopped)
0.4 fl.oz extra virgin olive oil (2 tsp)
2.5 ounce brown rice
6 fl.oz water
1.5 ounce red onion (diced)
4.1 ounce red bell pepper (chopped)
0.2 ounce ginger (1.5 tsp, grated )
0.5 Teaspoon turmeric
1 Pinch Himalayan salt
4.1 ounce eggplant (diced)
5.3 ounce sweet potato (diced)
5.3 ounce green beans (trimmed)
0.3 ounce cashew (chopped)
CURRY SAUCE
0.2 ounce green curry paste (1 tsp)
1.7 fl.oz canned coconut milk
1.4 fl.oz water
2 tsp. (0.3 fl.oz) lemon juice","INSTRUCTIONS
Bring water to a boil in a medium saucepan. Add rice, then turn the heat down to a low simmer. Cook the rice, covered, for about 18-20 minutes or until rice is tender and has absorbed the water. Remove the saucepan from heat and let the rice sit, covered, for about five minutes
Heat olive oil in a large pot and saute the onions until soft. Add the ginger, chicken, turmeric, salt, and bell pepper and cook for another four-five minutes until fragrant
Next add all of the curry sauce ingredients; green curry paste, coconut cream, water, and lemon juice. Let everything simmer for 20 minutes until it starts to thicken and the chicken is cooked through
Steam the sweet potato, green beans and eggplant in a steaming basket over boiling water until softened.
Divide the chicken, vegetables and brown rice between two bowls and top with cashews
Serve one now and refrigerate one for tomorrow
Enjoy","Serving size 465g
Calories 456 cal
Protein 31.0g
Fat, total 16.0g
- saturated 6.7g
Carbohydrate 43.5g
- sugars 11.5g
Sodium 109mg",https://cdn.f45training.com/strapi/uploads/2020/04/07221356/Thai-Chicken-_-Vegetables-Green-Curry-with-Brown-Rice.jpg
Tomato and Black Bean Quinoa Casserole,"2.9 ounce cauliflower (cut into florets)
2.9 ounce zucchini (chopped)
2.9 ounce carrot (chopped)
2.9 ounce frozen green beans (thawed)
2.9 ounce frozen green peas (thawed)
1 Pinch Himalayan salt
1.6 ounce feta cheese (crumbled)
6.4 ounce lean beef mince (Moroccan Beef Meatballs)
4.6 ounce chicken mince (Moroccan Beef Meatballs)
0.8 ounce wholemeal breadcrumbs (Moroccan Beef Meatballs)
1x1.5 oz. egg (Moroccan Beef Meatballs)
1 Tablespoon dried parsley (Moroccan Beef Meatballs)
0.1 ounce mint (chopped (Moroccan Beef Meatballs))
2 garlic clove (crushed (Moroccan Beef Meatballs))
1 Teaspoon chili flakes ( Moroccan Beef Meatballs)
1 Teaspoon cumin ( Moroccan Beef Meatballs)
1 Teaspoon Paprika ( Moroccan Beef Meatballs)
1 Pinch Black Pepper ( Moroccan Beef Meatballs)","INSTRUCTIONS
Combine and mix together all the meatball ingredients in a large bowl.
Using clean hands, roll the mixture into medium-sized balls in the palm of your hands. Set in the fridge for half an hour.
Pre heat the oven to 390˚F and line a baking tray with baking paper. Place the meatballs evenly on the tray and bake for approximately 15-17 minutes or until cooked through. You can flip the meatballs about halfway through cooking time to ensure they cook evenly.
While the meatballs are baking, add the chopped cauliflower florets, carrots, and green beans to a steaming basket over boiling water. Steam for 5-7 minutes. Add the the zucchini and peas and continue to cook and steam until the veggies have softened.
Serve half of the meatballs with half of the vegetables on a large plate. Top with half of the feta cheese.
Refrigerate the remaining meatballs, veggies, and feta for tomorrow's leftovers.","Serving size 419g
Calories 447 cal
Protein 45.7g
Fat, total 19.4g
- saturated 7.9g
Carbohydrate 18.9g
- sugars 8.8g
Sodium 587mg",https://cdn.f45training.com/strapi/uploads/2020/04/09112453/Moroccan-Spiced-Beef-Patties-with-Seasonal-Vegetables.jpg
Tomato and Black Bean Quinoa Casserole,"0.6 fl.oz extra virgin olive oil
3.2 ounce brown onion (diced)
2.9 ounce celery (diced)
3 garlic clove (crushed)
12 ounce chicken breast (sliced)
11 ounce frozen corn kernels (thawed)
14 fl.oz chicken stock, salt reduced
4.4 fl.oz water (filtered)
1.5 Tablespoon turmeric
1 Pinch himalayan salt & pepper
1 Tablespoon dried parsley","INSTRUCTIONS
Heat half of the olive oil in a non stick pan over medium temperature and cook the chicken for several minutes until cooked through. Set aside and let cool. Once cooled shred the chicken with your hands.
Meanwhile heat the remaining olive oil in a large pot over medium temperature and saute the onion for a few minutes. Add the garlic, turmeric and celery and cook for a few more minutes.
Add the chicken stock, water, corn and shredded chicken and simmer for about 15-20 minutes stirring well.
Season with salt and chopped parsley.
Serve half of the soup in a bowl and once cooled, refrigerate the leftovers for tomorrow.","Serving size 697g
Calories 441 cal
Protein 44g
Fat, total 12g
- saturated 2.6g
Carbohydrate 34.8g
- sugars 8.5g
-dietary fiber 8.6g
Sodium 717.4mg",https://cdn.f45training.com/strapi/uploads/2020/04/09105857/Chicken-Sweet-Corn-Soup.jpg
Tomato and Black Bean Quinoa Casserole,"7.8 ounce chicken breast fillet (skinless, diced)
1.5 ounce red onion (diced)
2 Teaspoon tandoori paste (mild)
0.1 fl.oz extra virgin olive oil (0.5 tsp.)
2.5 ounce Greek yoghurt
1.1 ounce lebanese cucumber (diced)
1.8 ounce carrot (grated)
0.08fl. oz lemon juice, freshly squeezed
2 Tablespoon mint (fresh, chopped)
0.8 ounce cheddar cheese
1.1 ounce english spinach
2 x 2.46oz wholemeal wraps","INSTRUCTIONS
Heat olive oil in a non stick pan over medium temperature and saute the onion until soft. Add the tandoori paste and cook for a further 3-4 minutes.
Add the chicken to the pan stirring until the chicken is cooked through.
Remove the chicken from the heat and combine in a bowl with the yoghurt, chopped mint, cucumber and lemon juice.
Lay the wrap flat and layer the spinach leaves, carrot and chicken mix. Top with cheese.
Fold wrap and serve. Refrigerate the leftovers for tomorrow.","Serving size 326g
Calories 441 cal
Protein 36.33g
Fat, total 15.05g
- saturated 6.75g
Carbohydrate 35.48g
- sugars 6.7g
Sodium 966.85mg",https://cdn.f45training.com/strapi/uploads/2020/04/09113510/Chicken-Tandoori-wrap1.jpg
Tomato and Black Bean Quinoa Casserole,"30g frozen blackberries
35g frozen blueberries
60g banana, chopped
65g Lebanese cucumber, chopped
30g F45 Fuel Protein Powder, choice
25g fine desiccated coconut
1/4 tsp. vanilla essence
0.4 fl.oz honey (2 tsp)
180ml unsweetened almond milk
55ml water, filtered","INSTRUCTIONS
Combine all ingredients in a blender until smooth.
Serve.","Serving size 490g
Calories 450 cal
Protein 26.2g
Fat, total 20g
- saturated 15.5g
Carbohydrate 37.3g
- sugars 30.9g
Sodium 282.5mg
Fibre 11g",https://cdn.f45training.com/strapi/uploads/2020/04/07133328/Protein-Berry-Smoothie.jpg
